"Rec No","Shrptvgeptr","Shrptvessel","Shrptada","Shrptvoynoarr","Shrptlastport","Shrptoriginport","Shrptnextport","Shrptstodate","Stripped","Strippeddate"
320,244,37,76286,"TT2                 ",0,0,0,0,1,0
798,588,119,76746,"485                 ",0,0,0,0,0,0
841,629,37,76825,"09                  ",0,0,0,0,1,0
955,730,119,76915,"00                  ",0,0,0,0,0,0
986,753,119,76986,"00                  ",0,0,0,0,0,0
1046,805,130,77008,"5935                ",0,0,0,0,0,0
1050,807,132,77012,"595S                ",0,0,0,0,1,0
1086,839,130,77033,"2                   ",0,0,0,0,1,0
1155,897,132,77057,"607                 ",0,0,0,0,1,0
1210,949,132,77119,"625                 ",0,0,0,0,1,0
1225,963,109,77148,"231                 ",0,0,0,0,1,0
1233,971,139,77153,"00                  ",0,0,0,0,1,0
1240,978,139,77153,"E                   ",0,0,0,0,1,0
1253,991,109,77176,"723                 ",0,0,0,0,1,0
1258,996,141,77174,"00                  ",0,0,0,0,1,0
1270,1006,142,77190,"11                  ",0,0,0,0,1,0
1274,1009,143,77194,"E                   ",0,0,0,0,0,0
1278,1013,146,77208,"00                  ",0,0,0,0,1,77225
1289,1023,142,77204,"346                 ",0,0,0,0,1,0
1297,1031,22,77217,"36w                 ",0,0,0,0,1,0
1308,1042,109,77225,"sea                 ",0,0,0,0,1,0
1315,1049,109,77232,"00                  ",0,0,0,0,1,0
1346,1076,141,77258,"0                   ",0,0,0,0,1,0
1366,1095,151,77272,"00                  ",0,0,0,0,1,0
1373,1101,66,77277,"103                 ",0,0,0,0,1,0
1375,1102,22,77288,"00                  ",0,0,0,0,1,0
1379,1106,139,77237,"00                  ",0,0,0,0,1,0
1380,1107,22,77287,"00                  ",0,0,0,0,1,0
1383,1110,139,77279,"00                  ",0,0,0,0,1,0
1404,1127,128,77281,"127                 ",0,0,0,0,1,77289
1414,1136,66,77318,"106S                ",0,0,0,0,1,0
1422,1141,44,77324,"00                  ",0,0,0,0,0,0
1427,1146,29,77399,"34W                 ",0,0,0,0,1,0
1432,1151,48,77337,"143                 ",0,0,0,0,1,0
1434,1153,121,77339,"131S                ",0,0,0,0,1,77344
1435,1154,139,77335,"00                  ",0,0,0,0,1,0
1436,1155,139,77335,"00                  ",0,0,0,0,0,0
1437,1156,139,77335,"EU649S              ",0,0,0,0,1,0
1444,1162,121,77353,"132S                ",0,0,0,0,1,77359
1454,1169,157,77355,"00                  ",0,0,0,0,1,0
1463,1177,156,77364,"00                  ",0,0,0,0,0,0
1469,1182,64,77371,"2967                ",0,0,0,0,1,77379
1471,1184,155,77372,"03                  ",0,0,0,0,1,77374
1472,1185,66,77375,"00110               ",0,0,0,0,1,77381
1473,1186,66,77375,"110                 ",0,0,0,0,1,77376
1474,1187,66,77375,"110                 ",0,0,0,0,1,0
1475,1188,71,77379,"071                 ",0,0,0,0,1,77383
1479,1192,155,77385,"00                  ",0,0,0,0,1,77388
1480,1193,151,77385,"EU663S              ",0,0,0,0,1,77389
1481,1194,17,77393,"44                  ",0,0,0,0,1,77396
1482,1195,8,77386,"44W                 ",0,0,0,0,1,77388
1484,1196,135,77385,"002                 ",0,0,0,0,1,77389
1488,1200,29,77400,"1144A               ",0,0,0,0,1,77407
1492,1203,135,77385,"111                 ",0,0,0,0,1,77390
1493,1204,128,77393,"2970                ",0,0,0,0,1,77395
1494,1205,132,77400,"012                 ",0,0,0,0,1,77406
1495,1206,128,77393,"000                 ",0,0,0,0,1,77396
1498,1208,17,77393,"010                 ",0,0,0,0,1,0
1499,1209,17,77393,"00                  ",0,0,0,0,1,0
1500,1210,66,77395,"1115                ",0,0,0,0,1,0
1501,1211,17,77393,"002                 ",0,0,0,0,1,77396
1502,1212,17,77393,"11                  ",0,0,0,0,1,77396
1505,1215,157,77398,"34W                 ",0,0,0,0,1,77407
1506,1216,155,77399,"45                  ",0,0,0,0,1,0
1507,1217,75,77412,"001                 ",0,0,0,0,1,77416
1508,1218,132,73382,"06                  ",0,0,0,0,0,0
1509,1219,132,77400,"00                  ",0,0,0,0,1,0
1510,1220,18,77414,"42W                 ",0,0,0,0,1,0
1511,1221,66,77409,"112                 ",0,0,0,0,1,77411
1512,1222,122,77407,"00                  ",0,0,0,0,1,0
1513,1223,121,77402,"136                 ",0,0,0,0,1,77407
1514,1224,29,77399,"000                 ",0,0,0,0,1,0
1517,1227,122,77412,"123                 ",0,0,0,0,1,77410
1518,1228,122,77406,"35W                 ",0,0,0,0,1,77412
1519,1229,122,77407,"35WW                ",0,0,0,0,1,77410
1520,1230,64,77408,"00                  ",0,0,0,0,1,0
1521,1231,64,77408,"00                  ",0,0,0,0,1,0
1522,1232,64,77408,"2972                ",0,0,0,0,1,0
1523,1233,64,77408,"00                  ",0,0,0,0,1,0
1524,1234,64,77408,"00                  ",0,0,0,0,1,0
1526,1236,133,77405,"hs                  ",0,0,0,0,0,0
1527,1237,133,77405,"GEES                ",0,0,0,0,0,0
1528,1238,66,77409,"112                 ",0,0,0,0,1,0
1529,1239,71,77415,"0000                ",0,0,0,0,1,0
1530,1240,155,77414,"00000               ",0,0,0,0,0,0
1531,1241,18,77413,"42                  ",0,0,0,0,1,0
1533,1243,128,77412,"8                   ",0,0,0,0,1,0
1534,1244,18,77413,"00                  ",0,0,0,0,1,0
1535,1245,71,77415,"G001                ",0,0,0,0,1,0
1536,1246,85,77413,"CMA 001             ",0,0,0,0,1,0
1537,1247,85,77413,"CG                  ",0,0,0,0,1,0
1538,1248,85,77413,"012                 ",0,0,0,0,1,0
1539,1249,85,77413,"GEE231              ",0,0,0,0,1,0
1540,1250,85,77413,"A HIPP              ",0,0,0,0,1,0
1541,1251,121,77414,"137                 ",0,0,0,0,0,0
1542,1252,121,77414,"137                 ",0,0,0,0,1,77421
1543,1253,71,77415,"00                  ",0,0,0,0,1,0
1545,1254,121,77606,"M356                ",0,0,0,0,1,77610
1546,1255,33,77420,"M325                ",0,0,0,0,1,0
1547,1256,71,77415,"00                  ",0,0,0,0,1,0
1548,1257,121,77416,"000                 ",0,0,0,0,1,0
1549,1258,66,77346,"00                  ",0,0,0,0,1,0
1550,1259,121,77416,"304                 ",0,0,0,0,1,77421
1551,1260,37,77288,"353                 ",0,0,0,0,1,0
1552,1261,17,77393,"0007                ",0,0,0,0,1,0
1554,1263,66,77423,"212                 ",0,0,0,0,1,0
1555,1264,33,77420,"479                 ",0,0,0,0,0,0
1558,1267,66,77409,"0                   ",0,0,0,0,1,0
1560,1269,159,77419,"00                  ",0,0,0,0,1,0
1561,1270,135,77420,"321                 ",0,0,0,0,1,77425
1562,1271,128,77428,"0                   ",0,0,0,0,1,0
1563,1272,128,77428,"00                  ",0,0,0,0,1,0
1564,1273,128,77428,"95                  ",0,0,0,0,1,0
1565,1274,128,77428,"0                   ",0,0,0,0,1,0
1566,1275,128,77428,"2975                ",0,0,0,0,1,0
1567,1276,121,77416,"0                   ",0,0,0,0,1,0
1568,1277,66,77423,"00                  ",0,0,0,0,1,0
1569,1278,155,77428,"24w                 ",0,0,0,0,1,0
1570,1279,121,77430,"139                 ",0,0,0,0,1,77442
1571,1280,25,77435,"35W                 ",0,0,0,0,1,77443
1572,1281,25,77435,"3                   ",0,0,0,0,1,77443
1574,1282,139,77434,"0000                ",0,0,0,0,1,0
1575,1283,135,77420,"0881                ",0,0,0,0,1,0
1576,1284,66,77423,"03                  ",0,0,0,0,1,77442
1577,1285,33,77420,"008                 ",0,0,0,0,1,77442
1578,1286,121,77430,"005                 ",0,0,0,0,1,77442
1579,1287,37,77429,"39                  ",0,0,0,0,1,77442
1580,1288,161,77446,"04                  ",0,0,0,0,1,77460
1582,1289,75,77323,"180                 ",0,0,0,0,1,77333
1584,1290,64,77441,"2977                ",0,0,0,0,1,77445
1585,1291,135,77455,"2979                ",0,0,0,0,1,77460
1586,1292,160,77448,"21                  ",0,0,0,0,1,0
1587,1293,71,77449,"25                  ",0,0,0,0,1,77452
1589,1294,71,77449,"075                 ",0,0,0,0,1,77452
1590,1295,121,77452,"123                 ",0,0,0,0,1,77456
1591,1296,28,77456,"35                  ",0,0,0,0,1,77457
1592,1297,135,77455,"CAR                 ",0,0,0,0,1,77460
1593,1298,85,77455,"033                 ",0,0,0,0,1,0
1595,1300,28,77455,"000                 ",0,0,0,0,1,77459
1596,1301,135,77455,"140                 ",0,0,0,0,1,77460
1597,1302,8,77462,"45W                 ",0,0,0,0,1,77465
1599,1303,139,77477,"EU689S              ",0,0,0,0,1,77493
1600,1304,128,77463,"125                 ",0,0,0,0,1,77465
1601,1305,162,77468,"140                 ",0,0,0,0,1,0
1602,1306,85,77455,"EU6838              ",0,0,0,0,1,77469
1603,1307,128,77463,"2980                ",0,0,0,0,1,77464
1608,1309,155,77469,"23                  ",0,0,0,0,1,0
1609,1310,66,77472,"79                  ",0,0,0,0,1,77478
1610,1311,163,77485,"729S                ",0,0,0,0,1,77494
1611,1312,29,77477,"35W                 ",0,0,0,0,1,77484
1612,1313,121,77479,"306                 ",0,0,0,0,1,77484
1613,1314,29,77476,"833                 ",0,0,0,0,1,77481
1614,1315,64,77477,"088                 ",0,0,0,0,1,77484
1615,1316,64,77477,"88                  ",0,0,0,0,1,77484
1617,1318,163,77485,"897                 ",0,0,0,0,1,77491
1618,1319,139,77477,"272686              ",0,0,0,0,1,77481
1619,1320,71,77483,"V077                ",0,0,0,0,1,77487
1621,1322,66,77486,"0000                ",0,0,0,0,0,0
1622,1323,89,77482,"128                 ",0,0,0,0,1,77493
1623,1324,89,77482,"2734                ",0,0,0,0,1,77493
1624,1325,29,77477,"054                 ",0,0,0,0,1,77486
1625,1326,165,77482,"075N                ",0,0,0,0,1,77513
1626,1327,33,77491,"35                  ",0,0,0,0,1,77494
1627,1328,131,77490,"53                  ",0,0,0,0,1,77492
1628,1329,135,77491,"008                 ",0,0,0,0,1,77493
1629,1330,135,77491,"0000                ",0,0,0,0,0,0
1630,1331,155,77497,"000777              ",0,0,0,0,1,77499
1631,1332,128,77497,"000                 ",0,0,0,0,1,0
1632,1333,18,77499,"43                  ",0,0,0,0,1,77500
1633,1334,121,77508,"143                 ",0,0,0,0,1,77508
1634,1335,18,77499,"43W                 ",0,0,0,0,1,77501
1636,1337,132,77504,"002W                ",0,0,0,0,1,0
1638,1338,132,77504,"143                 ",0,0,0,0,0,0
1640,1339,64,77511,"2987                ",0,0,0,0,1,77514
1643,1340,121,77508,"W54                 ",0,0,0,0,1,77508
1644,1341,166,77507,"1402                ",0,0,0,0,1,77512
1645,1342,139,77517,"875                 ",0,0,0,0,1,77521
1646,1343,121,77507,"U236                ",0,0,0,0,1,0
1647,1344,25,77511,"Z300                ",0,0,0,0,1,77515
1648,1345,25,77511,"36                  ",0,0,0,0,1,77514
1649,1346,64,77511,"090                 ",0,0,0,0,1,77514
1650,1347,167,77511,"3                   ",0,0,0,0,1,77513
1652,1348,64,77511,"114                 ",0,0,0,0,1,77515
1653,1349,169,77526,"19                  ",0,0,0,0,1,77528
1654,1350,167,77519,"138                 ",0,0,0,0,1,0
1655,1351,121,77521,"SP3                 ",0,0,0,0,1,77528
1656,1352,163,77526,"741S                ",0,0,0,0,1,77533
1657,1353,163,77526,"741S                ",0,0,0,0,1,77533
1658,1354,89,77525,"275327              ",0,0,0,0,1,77535
1659,1355,135,77525,"06                  ",0,0,0,0,1,77529
1660,1356,135,77525,"009                 ",0,0,0,0,1,77529
1661,1357,89,77525,"275196              ",0,0,0,0,0,0
1662,1358,66,77528,"845                 ",0,0,0,0,1,0
1663,1359,66,77528,"217                 ",0,0,0,0,1,77530
1664,1360,82,77541,"114                 ",0,0,0,0,1,77544
1665,1361,170,77533,"001                 ",0,0,0,0,1,77537
1666,1362,128,77533,"129                 ",0,0,0,0,1,77540
1667,1363,171,77537,"18W                 ",0,0,0,0,1,77542
1668,1364,121,77535,"145                 ",0,0,0,0,1,77542
1669,1365,71,77538,"80                  ",0,0,0,0,1,77541
1671,1366,66,77542,"589                 ",0,0,0,0,1,77543
1672,1367,132,77539,"011                 ",0,0,0,0,1,0
1673,1368,66,77542,"088                 ",0,0,0,0,1,77547
1675,1370,132,77539,"000                 ",0,0,0,0,1,0
1676,1371,66,77542,"121w                ",0,0,0,0,0,0
1677,1372,172,77547,"001                 ",0,0,0,0,1,77549
1678,1373,71,77554,"013                 ",0,0,0,0,1,77557
1679,1374,71,77554,"900                 ",0,0,0,0,1,77557
1680,1375,174,77552,"7QZ                 ",0,0,0,0,1,77562
1681,1376,121,77549,"146                 ",0,0,0,0,1,77553
1682,1377,173,77551,"4W                  ",0,0,0,0,1,77557
1684,1378,82,77561,"UA751               ",0,0,0,0,0,0
1685,1379,71,77554,"81                  ",0,0,0,0,1,77557
1686,1380,135,77560,"111                 ",0,0,0,0,1,77568
1687,1381,66,77556,"000                 ",0,0,0,0,1,77561
1688,1382,71,77554,"081                 ",0,0,0,0,1,77557
1689,1383,64,77330,"000                 ",0,0,0,0,1,0
1690,1384,175,77558,"46                  ",0,0,0,0,0,0
1691,1385,66,77556,"122                 ",0,0,0,0,1,77564
1692,1386,24,77567,"38W                 ",0,0,0,0,1,77572
1693,1387,135,77560,"012                 ",0,0,0,0,1,77563
1694,1388,89,77566,"EU715S              ",0,0,0,0,1,0
1695,1389,23,77565,"42W                 ",0,0,0,0,1,77569
1696,1390,121,77563,"658                 ",0,0,0,0,1,77568
1698,1391,64,77568,"00                  ",0,0,0,0,1,77572
1699,1392,66,77570,"901                 ",0,0,0,0,1,77572
1700,1393,64,77568,"092                 ",0,0,0,0,1,77572
1702,1394,66,77570,"00                  ",0,0,0,0,1,77572
1703,1395,132,77574,"35                  ",0,0,0,0,1,77577
1704,1396,172,77581,"003                 ",0,0,0,0,1,77584
1705,1397,121,77577,"57                  ",0,0,0,0,1,77583
1706,1398,132,77574,"98                  ",0,0,0,0,1,77577
1707,1399,121,77577,"000                 ",0,0,0,0,1,0
1708,1400,133,77573,"066                 ",0,0,0,0,1,77579
1709,1401,37,77584,"638                 ",0,0,0,0,1,77590
1710,1402,82,77589,"784                 ",0,0,0,0,0,0
1711,1403,176,77582,"853                 ",0,0,0,0,1,77590
1712,1404,66,77599,"1088                ",0,0,0,0,1,0
1713,1405,166,77587,"277350              ",0,0,0,0,1,77591
1714,1406,131,77588,"005                 ",0,0,0,0,1,77591
1715,1407,64,77587,"704                 ",0,0,0,0,1,77590
1717,1408,166,77587,"111638              ",0,0,0,0,1,0
1718,1409,131,77588,"25S                 ",0,0,0,0,0,0
1719,1410,128,77588,"131                 ",0,0,0,0,1,77593
1720,1411,121,77591,"00                  ",0,0,0,0,1,77593
1722,1412,82,77589,"55                  ",0,0,0,0,1,77593
1723,1413,178,77595,"21                  ",0,0,0,0,1,77600
1724,1414,155,77595,"59                  ",0,0,0,0,1,77598
1725,1415,181,77605,"19W                 ",0,0,0,0,1,77610
1727,1417,64,77603,"987                 ",0,0,0,0,1,77606
1728,1418,179,77580,"00                  ",0,0,0,0,0,0
1730,1419,64,77603,"094                 ",0,0,0,0,1,77606
1731,1420,121,77606,"311                 ",0,0,0,0,1,77607
1734,1422,64,77603,"094                 ",0,0,0,0,1,77606
1735,1423,181,77605,"19W                 ",0,0,0,0,1,77610
1736,1424,89,77608,"000                 ",0,0,0,0,1,77613
1737,1425,155,77609,"60                  ",0,0,0,0,1,77611
1738,1426,132,77609,"000                 ",0,0,0,0,1,77612
1739,1427,132,77609,"015                 ",0,0,0,0,1,77612
1740,1428,66,77612,"08                  ",0,0,0,0,1,77614
1741,1429,172,77616,"000                 ",0,0,0,0,1,77619
1742,1430,172,77616,"068                 ",0,0,0,0,1,77619
1743,1431,183,77622,"P28                 ",0,0,0,0,1,77626
1745,1433,172,77616,"005                 ",0,0,0,0,1,77619
1747,1434,183,77622,"B87                 ",0,0,0,0,1,77626
1748,1435,45,77616,"39W                 ",0,0,0,0,0,0
1749,1436,121,77619,"P53                 ",0,0,0,0,1,77620
1750,1437,45,77616,"000                 ",0,0,0,0,1,0
1751,1438,133,77615,"29S                 ",0,0,0,0,1,77619
1753,1439,182,77624,"24                  ",0,0,0,0,1,77625
1754,1440,128,77623,"133                 ",0,0,0,0,1,77628
1755,1441,29,77624,"37                  ",0,0,0,0,1,77628
1758,1443,128,77623,"133                 ",0,0,0,0,1,77625
1760,1444,66,77626,"R7                  ",0,0,0,0,1,77628
1761,1445,66,77626,"1010                ",0,0,0,0,1,77631
1762,1446,132,77609,"KL8                 ",0,0,0,0,1,77627
1763,1447,66,77626,"127                 ",0,0,0,0,1,77632
1765,1449,135,77630,"3004                ",0,0,0,0,1,77633
1766,1450,131,77630,"U78                 ",0,0,0,0,1,77633
1768,1451,121,77633,"000                 ",0,0,0,0,1,77635
1769,1452,135,77630,"016                 ",0,0,0,0,1,77635
1770,1453,135,77631,"016                 ",0,0,0,0,1,77635
1772,1454,48,77631,"UA771S              ",0,0,0,0,1,77635
1773,1455,163,77637,"KJ8                 ",0,0,0,0,1,0
1774,1456,121,77633,"152                 ",0,0,0,0,0,0
1775,1457,121,77633,"29A                 ",0,0,0,0,1,77635
1776,1458,66,77640,"PW                  ",0,0,0,0,1,77656
1777,1459,184,77639,"003                 ",0,0,0,0,1,77640
1778,1460,66,77640,"128W                ",0,0,0,0,0,0
1779,1461,89,77650,"808                 ",0,0,0,0,1,79854
1780,1462,171,77637,"20W                 ",0,0,0,0,1,77645
1781,1463,132,77644,"017                 ",0,0,0,0,1,0
1782,1464,89,77650,"716                 ",0,0,0,0,1,77663
1783,1465,121,77633,"152                 ",0,0,0,0,1,77645
1784,1466,131,77644,"29                  ",0,0,0,0,1,77647
1785,1467,178,77644,"000                 ",0,0,0,0,0,0
1786,1468,121,77647,"206                 ",0,0,0,0,1,0
1787,1469,121,77647,"153                 ",0,0,0,0,1,0
1788,1470,121,77647,"POP                 ",0,0,0,0,1,77652
1789,1471,172,77651,"007                 ",0,0,0,0,1,77659
1790,1472,172,77651,"007                 ",0,0,0,0,1,77656
1791,1473,17,77652,"48                  ",0,0,0,0,1,77656
1792,1474,139,77643,"36                  ",0,0,0,0,1,0
1793,1475,172,77651,"007                 ",0,0,0,0,1,77656
1794,1476,66,77654,"258                 ",0,0,0,0,1,77656
1795,1477,185,77659,"003                 ",0,0,0,0,1,77662
1796,1478,133,77657,"042                 ",0,0,0,0,1,77677
1797,1479,175,77657,"010                 ",0,0,0,0,1,77661
1798,1480,131,77658,"30                  ",0,0,0,0,1,77662
1799,1481,89,77650,"8007                ",0,0,0,0,1,77663
1800,1482,141,77667,"370                 ",0,0,0,0,1,77680
1801,1483,135,77665,"OK12                ",0,0,0,0,1,0
1802,1484,133,77657,"C45                 ",0,0,0,0,1,77670
1803,1485,66,77654,"872                 ",0,0,0,0,1,77661
1804,1486,185,77659,"RT                  ",0,0,0,0,1,77662
1805,1487,121,77661,"154                 ",0,0,0,0,1,77666
1806,1488,121,77661,"154                 ",0,0,0,0,1,77663
1807,1489,135,77665,"018                 ",0,0,0,0,1,0
1808,1490,66,77668,"130                 ",0,0,0,0,1,77670
1809,1491,66,77668,"093                 ",0,0,0,0,1,77670
1810,1492,141,77667,"1313                ",0,0,0,0,1,0
1811,1493,184,77674,"108                 ",0,0,0,0,1,77677
1812,1494,186,77673,"UA783S              ",0,0,0,0,1,77677
1813,1495,131,77672,"013                 ",0,0,0,0,1,77675
1814,1496,184,77674,"005                 ",0,0,0,0,1,77677
1816,1497,121,77675,"155                 ",0,0,0,0,1,77677
1817,1498,121,77675,"000                 ",0,0,0,0,1,77677
1818,1499,121,77675,"084                 ",0,0,0,0,1,77677
1820,1500,184,77674,"005                 ",0,0,0,0,1,77677
1821,1501,132,77679,"019                 ",0,0,0,0,1,77682
1822,1502,66,77682,"131                 ",0,0,0,0,0,0
1823,1503,160,77678,"36A                 ",0,0,0,0,1,77682
1824,1504,155,77679,"65                  ",0,0,0,0,1,77683
1825,1505,176,77679,"7855                ",0,0,0,0,1,77687
1826,1506,66,77682,"793                 ",0,0,0,0,1,77684
1827,1507,121,77689,"N26                 ",0,0,0,0,1,77694
1828,1508,174,77678,"990                 ",0,0,0,0,1,77689
1829,1509,172,77686,"009                 ",0,0,0,0,1,77688
1830,1510,187,77692,"601                 ",0,0,0,0,1,0
1831,1511,121,77689,"156                 ",0,0,0,0,1,77694
1832,1512,121,77689,"300                 ",0,0,0,0,1,77690
1833,1513,174,77678,"990                 ",0,0,0,0,1,0
1834,1514,185,77693,"005                 ",0,0,0,0,1,77697
1835,1515,66,77696,"319                 ",0,0,0,0,1,77702
1836,1516,163,77693,"7                   ",0,0,0,0,1,77696
1837,1517,185,77693,"005                 ",0,0,0,0,1,77697
1838,1518,135,77700,"020                 ",0,0,0,0,1,77703
1839,1519,66,77696,"XY                  ",0,0,0,0,1,77698
1840,1520,180,77699,"32                  ",0,0,0,0,1,77711
1841,1521,131,77700,"33                  ",0,0,0,0,1,77703
1842,1522,141,77706,"HC40                ",0,0,0,0,1,77711
1843,1523,184,77707,"007                 ",0,0,0,0,1,77711
1844,1524,122,77708,"40                  ",0,0,0,0,1,77711
1845,1525,189,77710,"133                 ",0,0,0,0,1,77712
1846,1526,175,77706,"49                  ",0,0,0,0,1,77710
1847,1527,184,77707,"007                 ",0,0,0,0,1,0
1848,1528,141,77706,"HC40                ",0,0,0,0,1,77731
1849,1529,189,77710,"015                 ",0,0,0,0,1,77715
1850,1530,121,77717,"NA                  ",0,0,0,0,1,77689
1851,1531,135,77700,"165                 ",0,0,0,0,1,77711
1852,1532,132,77715,"021                 ",0,0,0,0,1,0
1853,1533,45,77713,"41W                 ",0,0,0,0,1,0
1854,1534,166,77713,"EU757S              ",0,0,0,0,1,77717
1856,1535,132,77715,"021                 ",0,0,0,0,1,0
1857,1536,132,77715,"021                 ",0,0,0,0,1,77718
1858,1537,18,77715,"46w                 ",0,0,0,0,1,77722
1859,1538,169,77720,"34                  ",0,0,0,0,1,77724
1860,1539,190,77721,"001                 ",0,0,0,0,1,77725
1861,1540,190,77721,"001                 ",0,0,0,0,1,77724
1862,1541,163,77722,"000                 ",0,0,0,0,1,77725
1863,1542,160,77727,"27                  ",0,0,0,0,1,77732
1866,1543,169,77720,"36                  ",0,0,0,0,1,77724
1867,1544,169,77720,"23                  ",0,0,0,0,1,77724
1868,1545,121,77731,"93                  ",0,0,0,0,1,77736
1869,1546,185,77729,"wqw                 ",0,0,0,0,1,77733
1870,1547,138,77729,"22W                 ",0,0,0,0,1,77733
1872,1548,139,77728,"LA                  ",0,0,0,0,0,0
1873,1549,121,77731,"286                 ",0,0,0,0,1,77733
1874,1550,135,77735,"022                 ",0,0,0,0,1,77738
1875,1551,66,77738,"k97                 ",0,0,0,0,0,0
1876,1552,135,77735,"022                 ",0,0,0,0,1,77738
1877,1553,133,77741,"C40                 ",0,0,0,0,1,77764
1878,1554,133,77741,"C45                 ",0,0,0,0,1,77747
1879,1555,171,77736,"KW257               ",0,0,0,0,1,77739
1882,1556,184,77739,"005                 ",0,0,0,0,0,0
1883,1557,121,77745,"KW555               ",0,0,0,0,1,77747
1884,1558,89,77734,"KW26                ",0,0,0,0,1,77738
1886,1559,174,77721,"W47                 ",0,0,0,0,1,77724
1887,1560,178,77743,"BC67                ",0,0,0,0,1,77745
1888,1561,178,77743,"24                  ",0,0,0,0,1,77747
1889,1562,191,77742,"17                  ",0,0,0,0,1,77744
1890,1563,192,77743,"11                  ",0,0,0,0,1,77746
1891,1564,184,77743,"009                 ",0,0,0,0,1,77746
1892,1565,133,77741,"901                 ",0,0,0,0,1,77749
1893,1566,132,77750,"023                 ",0,0,0,0,1,77753
1894,1567,180,77749,"893                 ",0,0,0,0,1,77753
1895,1568,180,77749,"47                  ",0,0,0,0,1,77753
1896,1569,193,77749,"19A                 ",0,0,0,0,1,77751
1897,1570,132,77750,"023 C               ",0,0,0,0,1,77753
1898,1571,186,77757,"807S                ",0,0,0,0,1,77761
1900,1572,66,77752,"051                 ",0,0,0,0,1,77754
1901,1573,190,77756,"003                 ",0,0,0,0,1,77759
1902,1574,190,77756,"03                  ",0,0,0,0,1,77759
1903,1575,185,77763,"976A                ",0,0,0,0,1,77767
1904,1576,176,77764,"123                 ",0,0,0,0,1,77768
1905,1577,190,77756,"003                 ",0,0,0,0,1,77759
1906,1578,175,77755,"50                  ",0,0,0,0,1,77760
1907,1579,167,77756,"24                  ",0,0,0,0,1,77758
1908,1580,121,77759,"P895                ",0,0,0,0,1,77760
1909,1581,139,77769,"13                  ",0,0,0,0,1,77773
1910,1582,193,77764,"24                  ",0,0,0,0,1,77766
1912,1583,45,77762,"42                  ",0,0,0,0,1,77768
1913,1584,185,77763,"009                 ",0,0,0,0,1,77767
1914,1585,185,77763,"09                  ",0,0,0,0,1,77767
1915,1586,66,77766,"0014                ",0,0,0,0,1,77771
1916,1587,8,77764,"50W                 ",0,0,0,0,1,77768
1917,1588,135,77771,"024                 ",0,0,0,0,1,77774
1918,1589,66,77766,"900                 ",0,0,0,0,1,77771
1920,1590,135,77771,"024                 ",0,0,0,0,1,0
1921,1591,167,77770,"95A                 ",0,0,0,0,1,77773
1923,1592,169,77772,"95A                 ",0,0,0,0,1,77774
1924,1593,192,77771,"UA11                ",0,0,0,0,1,77775
1925,1594,172,77774,"18A                 ",0,0,0,0,1,77779
1927,1595,172,77774,"889                 ",0,0,0,0,1,77779
1928,1596,89,77776,"28                  ",0,0,0,0,1,77785
1929,1597,132,77786,"POP                 ",0,0,0,0,1,77793
1930,1598,190,77778,"011                 ",0,0,0,0,0,0
1931,1599,190,77778,"1011                ",0,0,0,0,1,77780
1932,1600,190,77778,"2011                ",0,0,0,0,1,77780
1933,1601,159,77774,"286                 ",0,0,0,0,1,77780
1934,1602,193,77777,"21                  ",0,0,0,0,1,77781
1935,1603,190,77778,"000                 ",0,0,0,0,1,74097
1936,1604,89,77776,"IS                  ",0,0,0,0,0,0
1937,1605,139,77769,"138                 ",0,0,0,0,1,77781
1938,1606,66,77780,"904                 ",0,0,0,0,0,0
1939,1607,89,77776,"77                  ",0,0,0,0,0,0
1940,1608,66,77780,"906                 ",0,0,0,0,1,77788
1941,1609,66,77780,"55B                 ",0,0,0,0,0,0
1942,1610,66,77780,"01                  ",0,0,0,0,1,77787
1943,1611,66,77780,"002                 ",0,0,0,0,1,77787
1944,1612,141,77790,"01                  ",0,0,0,0,1,77794
1945,1613,194,77785,"1                   ",0,0,0,0,1,77787
1947,1614,89,77776,"EU775S              ",0,0,0,0,1,0
1948,1615,89,77776,"0                   ",0,0,0,0,1,0
1949,1616,185,77783,"10                  ",0,0,0,0,1,77788
1951,1618,159,77789,"92                  ",0,0,0,0,1,77792
1952,1619,167,77785,"1                   ",0,0,0,0,0,0
1956,1620,186,77785,"0                   ",0,0,0,0,1,77788
1958,1622,132,77786,"25                  ",0,0,0,0,1,77793
1960,1623,141,77790,"22                  ",0,0,0,0,1,77793
1962,1625,141,77790,"33                  ",0,0,0,0,1,77794
1963,1626,172,77787,"up                  ",0,0,0,0,0,0
1965,1627,172,77787,"DO                  ",0,0,0,0,0,0
1966,1628,166,77755,"29                  ",0,0,0,0,1,77788
1967,1629,135,77791,"11                  ",0,0,0,0,1,77799
1968,1630,190,77786,"1                   ",0,0,0,0,1,0
1969,1631,112,77787,"0                   ",0,0,0,0,1,0
1970,1632,159,77787,"1                   ",0,0,0,0,1,0
1971,1633,135,77791,"025                 ",0,0,0,0,1,77799
1972,1634,135,77791,"25                  ",0,0,0,0,1,77799
1973,1635,89,77776,"06                  ",0,0,0,0,1,77794
1974,1636,141,77790,"45                  ",0,0,0,0,1,77794
1975,1637,141,77790,"10                  ",0,0,0,0,1,77794
1976,1638,159,77801,"012                 ",0,0,0,0,0,0
1979,1639,159,77801,"00                  ",0,0,0,0,0,0
